HostRegion,Product ID,Unit,SGD List Price(per unit),SGD List Price,JPY Transfer Price(per unit),JPY Transfer Price
SIN,SIN-VM-0001-0002,1488,0.306500,456.072000,0.000000,0.000000
SIN,SIN-DK-0002-0001,7440,0.000300,2.232000,0.000000,0.000000
SIN,SIN-NW-0001-0001,33,0.015900,0.524700,0.000000,0.000000
SIN,SIN-IP-0001-0001,2976,0.015900,47.318400,0.000000,0.000000
SIN,SIN-DK-0001-0001,89280,0.000300,26.784000,0.000000,0.000000
SIN,SIN-SD-0001-0001,89280,0.000300,26.784000,0.000000,0.000000
SIN,SIN-VM-0001-0001,2976,0.153300,456.220800,0.000000,0.000000
Total,-,-,1015.9359,-,0
