HostRegion,Product ID,Unit,SGD List Price(per unit),SGD List Price,JPY Transfer Price(per unit),JPY Transfer Price
SIN,SIN-VM-0001-0004,743,1.226100,910.992300,0.000000,0.000000
SIN,SIN-NW-0001-0001,0,0.015900,0.000000,0.000000,0.000000
SIN,SIN-IP-0001-0001,744,0.015900,11.829600,0.000000,0.000000
SIN,SIN-SD-0001-0001,29760,0.000300,8.928000,0.000000,0.000000
SIN,SIN-DK-0003-0001,29800,0.000300,8.940000,0.000000,0.000000
Total,-,-,940.6899,-,0
