1.VM Usage
,Max VMs:,2784
,Running VMs(Economy Equivalent):,30
,Stopped VMs(Economy Equivalent):,17
,Deployable(Economy):,2754
,Deployable(including stopped VMs):,2737
,Deployed VMs:,36
,Economy:,17
,Standard:,11
,Advanced:,2
,High-perf:,0
,Firewall:,0
,SLB:,0
,VSYS:,8

2. Disk Usage
,Total Disk Space(TB):,16.0
,In Use(TB):,10.6
,Zero Clearing(TB):,0.2
,Free Disk Space(TB):,5.2
,Free Disk Space(%):,33.8

3. OS Usage
Running
,CentOS 5.4,4
,CentOS5.4,0
,CentOS5.6,6
,CentOS6.0,0
,CentOS6.2,2
,RHEL5.7,0
,RHEL6.2,0
,VCIS,0
,Win2003SE,0
,Win2003SV,0
,Win2008EE,0
,Win2008SE,0
,others,4

Stopped
,CentOS 5.4,0
,CentOS5.4,0
,CentOS5.6,0
,CentOS6.0,0
,CentOS6.2,5
,RHEL5.7,0
,RHEL6.2,0
,VCIS,0
,Win2003SE,0
,Win2003SV,0
,Win2008EE,2
,Win2008SE,8
,others,5
