HostRegion,Product ID,Unit,AUD List Price(per unit),AUD List Price,AUD Transfer Price(per unit),AUD Transfer Price
AUS,AUS-SD-0001-0001,66960,0.000235,15.735600,0.000200,13.392000
AUS,AUS-DK-0001-0001,14880,0.000235,3.496800,0.000200,2.976000
Total,-,-,19.2324,-,16.368
