HostRegion,Product ID,Unit,AUD List Price(per unit),AUD List Price,AUD Transfer Price(per unit),AUD Transfer Price
AUS,AUS-VM-0001-0003,1488,0.486808,724.370304,0.413800,615.734400
AUS,AUS-SD-0001-0001,244040,0.000235,57.349400,0.000200,48.808000
AUS,AUS-IP-0001-0001,2232,0.012600,28.123200,0.010700,23.882400
AUS,AUS-VM-0001-0004,744,0.973615,724.369560,0.827600,615.734400
AUS,AUS-DK-0001-0001,1145780,0.000235,269.258300,0.000200,229.156000
AUS,AUS-NW-0001-0001,537,0.012600,6.766200,0.010700,5.745900
AUS,AUS-VM-0001-0002,2977,0.243976,726.316552,0.207400,617.429800
AUS,AUS-VM-0001-0001,892,0.121416,108.303072,0.103200,92.054400
Total,-,-,2644.856588,-,2248.5453
