HostRegion,Product ID,Unit,AUD List Price(per unit),AUD List Price,AUD Transfer Price(per unit),AUD Transfer Price
AUS,AUS-DK-0003-0001,200880,0.000235,47.206800,0.000200,40.176000
AUS,AUS-SD-0001-0001,66960,0.000235,15.735600,0.000200,13.392000
AUS,AUS-DK-0001-0001,81840,0.000235,19.232400,0.000200,16.368000
AUS,AUS-NW-0001-0001,0,0.012600,0.000000,0.010700,0.000000
AUS,AUS-IP-0001-0001,744,0.012600,9.374400,0.010700,7.960800
AUS,AUS-VM-0001-0001,2232,0.121416,271.000512,0.103200,230.342400
Total,-,-,362.549712,-,308.2392
