HostRegion,Product ID,Unit,AUD List Price(per unit),AUD List Price,AUD Transfer Price(per unit),AUD Transfer Price
AUS,AUS-SD-0001-0001,29760,0.000235,6.993600,0.000200,5.952000
AUS,AUS-DK-0001-0001,148800,0.000235,34.968000,0.000200,29.760000
AUS,AUS-NW-0001-0001,0,0.012600,0.000000,0.010700,0.000000
AUS,AUS-IP-0001-0001,744,0.012600,9.374400,0.010700,7.960800
AUS,AUS-VM-0001-0004,744,0.973615,724.369560,0.827600,615.734400
Total,-,-,775.70556,-,659.4072
