HostRegion,Product ID,Unit,AUD List Price(per unit),AUD List Price,AUD Transfer Price(per unit),AUD Transfer Price
AUS,AUS-SD-0001-0001,59520,0.000235,13.987200,0.000200,11.904000
AUS,AUS-IP-0001-0001,744,0.012600,9.374400,0.010700,7.960800
Total,-,-,23.3616,-,19.8648
