HostRegion,Product ID,Unit,AUD List Price(per unit),AUD List Price,AUD Transfer Price(per unit),AUD Transfer Price
AUS,AUS-SD-0001-0001,178560,0.000235,41.961600,0.000200,35.712000
AUS,AUS-NW-0001-0001,0,0.012600,0.000000,0.010700,0.000000
AUS,AUS-IP-0001-0001,1488,0.012600,18.748800,0.010700,15.921600
AUS,AUS-VM-0001-0004,382,0.973615,371.920930,0.827600,316.143200
AUS,AUS-VM-0001-0001,1143,0.121416,138.778488,0.103200,117.957600
Total,-,-,571.409818,-,485.7344
