HostRegion,Product ID,Unit,AUD List Price(per unit),AUD List Price,AUD Transfer Price(per unit),AUD Transfer Price
AUS,AUS-SD-0001-0001,89280,0.000235,20.980800,0.000200,17.856000
AUS,AUS-IP-0001-0001,744,0.012600,9.374400,0.010700,7.960800
Total,-,-,30.3552,-,25.8168
