HostRegion,Product ID,Unit,AUD List Price(per unit),AUD List Price,AUD Transfer Price(per unit),AUD Transfer Price
AUS,AUS-SD-0001-0001,29760,0.000235,6.993600,0.000200,5.952000
AUS,AUS-DK-0001-0001,372000,0.000235,87.420000,0.000200,74.400000
AUS,AUS-NW-0001-0001,46,0.012600,0.579600,0.010700,0.492200
AUS,AUS-IP-0001-0001,744,0.012600,9.374400,0.010700,7.960800
AUS,AUS-VM-0001-0001,744,0.121416,90.333504,0.103200,76.780800
Total,-,-,194.701104,-,165.5858
