HostRegion,Product ID,Unit,AUD List Price(per unit),AUD List Price,AUD Transfer Price(per unit),AUD Transfer Price
AUS,AUS-SD-0001-0001,12840,0.000235,3.017400,0.000200,2.568000
AUS,AUS-DK-0002-0001,14880,0.000235,3.496800,0.000200,2.976000
AUS,AUS-IP-0001-0001,744,0.012600,9.374400,0.010700,7.960800
AUS,AUS-VM-0001-0001,176,0.121416,21.369216,0.103200,18.163200
Total,-,-,37.257816,-,31.668
