HostRegion,Product ID,Unit,AUD List Price(per unit),AUD List Price,AUD Transfer Price(per unit),AUD Transfer Price
AUS,AUS-VM-0001-0003,1488,0.486808,724.370304,0.413800,615.734400
AUS,AUS-DK-0001-0001,74400,0.000235,17.484000,0.000200,14.880000
AUS,AUS-SD-0001-0001,208320,0.000235,48.955200,0.000200,41.664000
AUS,AUS-NW-0001-0001,5,0.012600,0.063000,0.010700,0.053500
AUS,AUS-IP-0001-0001,2232,0.012600,28.123200,0.010700,23.882400
AUS,AUS-VM-0001-0002,1488,0.243976,363.036288,0.207400,308.611200
Total,-,-,1182.031992,-,1004.8255
