HostRegion,Product ID,Unit,AUD List Price(per unit),AUD List Price,AUD Transfer Price(per unit),AUD Transfer Price
AUS,AUS-SD-0001-0001,7440,0.000235,1.748400,0.000200,1.488000
AUS,AUS-DK-0001-0001,74400,0.000235,17.484000,0.000200,14.880000
AUS,AUS-NW-0001-0001,1,0.012600,0.012600,0.010700,0.010700
AUS,AUS-IP-0001-0001,744,0.012600,9.374400,0.010700,7.960800
AUS,AUS-VM-0001-0001,711,0.121416,86.326776,0.103200,73.375200
Total,-,-,114.946176,-,97.7147
