HostRegion,Product ID,Unit,AUD List Price(per unit),AUD List Price,AUD Transfer Price(per unit),AUD Transfer Price
AUS,AUS-VM-0001-0003,1488,0.486808,724.370304,0.413800,615.734400
AUS,AUS-SD-0001-0001,119040,0.000235,27.974400,0.000200,23.808000
AUS,AUS-DK-0001-0001,1582500,0.000235,371.887500,0.000200,316.500000
AUS,AUS-NW-0001-0001,121,0.012600,1.524600,0.010700,1.294700
AUS,AUS-IP-0001-0001,2232,0.012600,28.123200,0.010700,23.882400
AUS,AUS-VM-0001-0004,1319,0.973615,1284.198185,0.827600,1091.604400
Total,-,-,2438.078189,-,2072.8239
