HostRegion,Product ID,Unit,AUD List Price(per unit),AUD List Price,AUD Transfer Price(per unit),AUD Transfer Price
AUS,AUS-SD-0001-0001,148800,0.000235,34.968000,0.000200,29.760000
AUS,AUS-IP-0001-0001,1488,0.012600,18.748800,0.010700,15.921600
AUS,AUS-DK-0001-0001,65700,0.000235,15.439500,0.000200,13.140000
AUS,AUS-NW-0001-0001,0,0.012600,0.000000,0.010700,0.000000
AUS,AUS-VM-0001-0002,691,0.243976,168.587416,0.207400,143.313400
AUS,AUS-VM-0001-0001,425,0.121416,51.601800,0.103200,43.860000
Total,-,-,289.345516,-,245.995
