HostRegion,Product ID,Unit,AUD List Price(per unit),AUD List Price,AUD Transfer Price(per unit),AUD Transfer Price
AUS,AUS-DK-0003-0001,29760,0.000235,6.993600,0.000200,5.952000
AUS,AUS-SD-0001-0001,29760,0.000235,6.993600,0.000200,5.952000
AUS,AUS-NW-0001-0001,7,0.012600,0.088200,0.010700,0.074900
AUS,AUS-IP-0001-0001,1488,0.012600,18.748800,0.010700,15.921600
AUS,AUS-VM-0001-0002,744,0.243976,181.518144,0.207400,154.305600
Total,-,-,214.342344,-,182.2061
