HostRegion,Product ID,Unit,AUD List Price(per unit),AUD List Price,AUD Transfer Price(per unit),AUD Transfer Price
AUS,AUS-SD-0001-0001,89280,0.000235,20.980800,0.000200,17.856000
AUS,AUS-VM-0001-0003,2232,0.486808,1086.555456,0.413800,923.601600
AUS,AUS-DK-0001-0001,74400,0.000235,17.484000,0.000200,14.880000
AUS,AUS-NW-0001-0001,0,0.012600,0.000000,0.010700,0.000000
AUS,AUS-IP-0001-0001,744,0.012600,9.374400,0.010700,7.960800
Total,-,-,1134.394656,-,964.2984
