HostRegion,Product ID,Unit,AUD List Price(per unit),AUD List Price,AUD Transfer Price(per unit),AUD Transfer Price
AUS,AUS-DK-0002-0001,7440,0.000235,1.748400,0.000200,1.488000
AUS,AUS-SD-0001-0001,52080,0.000235,12.238800,0.000200,10.416000
AUS,AUS-DK-0001-0001,37200,0.000235,8.742000,0.000200,7.440000
AUS,AUS-IP-0001-0001,2232,0.012600,28.123200,0.010700,23.882400
Total,-,-,50.8524,-,43.2264
