ORG ID,VSYS ID,ATTACHED,DETACHED,Total
PMJU8E02,PMJU8E02-BSJNNORKO,0,1,1
PMJU8E02,PMJU8E02-EVMQNPXTO,0,2,2
LMK6NLBK,LMK6NLBK-9QG1MQ5Q5,0,1,1
LVDMJL47,LVDMJL47-HYK7A3386,1,0,1
PMJU8E02,PMJU8E02-5MDUFE7F4,0,1,1
DD53NWF9,DD53NWF9-5MCEQS0HY,0,1,1
LVDMJL47,LVDMJL47-HYK7695MS,0,1,1
