LMK6NLBK-9QG1MQ5Q5-S-0001,firewall,,IMG_f3c827_Z7HQLDGHB355M2O0,8.0,islanda-cbrm
LVDMJL47-HYK7695MS-S-0001,2,jp-01-1-ps0000-08-09,IMG_f3c827_Z7HQLDGHB355M2O0,8.0,islanda-cbrm
96TFSMXJ-ARIVC1GC5-S-0001,firewall,,IMG_f3c827_Z7HQLDGHB355M2O0,8.0,islanda-cbrm
DD53NWF9-5MCEQS0HY-S-0004,1,,IMG_f3c827_83DW1PLHWCG,40.0,islanda-cbrm
MGM2D8H1-XE624VACR-S-0004,1,,IMG_f3c827_71P704AFKOW,10.0,islanda-cbrm
DD53NWF9-5MCEQS0HY-S-0005,1,,IMG_f3c827_83DW1PLHWCG,40.0,islanda-cbrm
DD53NWF9-5MCEQS0HY-S-0001,firewall,,IMG_f3c827_Z7HQLDGHB355M2O0,8.0,islanda-cbrm
LVDMJL47-HYK7A3386-S-0001,2,jp-01-1-ps0000-08-09,IMG_f3c827_Z7HQLDGHB355M2O0,8.0,islanda-cbrm
DD53NWF9-5MCEQS0HY-S-0003,1,,IMG_f3c827_83DW1PLHWCG,40.0,islanda-cbrm
DD53NWF9-5MCEQS0HY-S-0002,1,,IMG_f3c827_83DW1PLHWCG,40.0,islanda-cbrm
MGM2D8H1-XE624VACR-S-0003,1,,IMG_f3c827_71P704AFKOW,10.0,islanda-cbrm
LVDMJL47-HYK7A3386-S-0024,2,jp-01-1-ps0000-08-09,IMG_f3c827_VGW78YI4UBSVK74,10.0,islanda-cbrm
DD53NWF9-ARIPM6TKF-S-0001,firewall,,IMG_f3c827_Z7HQLDGHB355M2O0,8.0,islanda-cbrm
LVDMJL47-HYK7A3386-S-0028,2,jp-01-1-ps0000-08-11,IMG_f3c827_FC0ZYLUUJ3SW,10.0,islanda-cbrm
MGM2D8H1-XE624VACR-S-0002,2,,IMG_f3c827_0H36YEWR8,8.0,islanda-cbrm
MGM2D8H1-VC44QK52K-S-0002,1,jp-01-1-ps0000-08-09,IMG_f3c827_M16Z7XR4BB9VR4,10.0,islanda-cbrm
MGM2D8H1-VC44QK52K-S-0003,1,jp-01-1-ps0000-08-09,IMG_f3c827_M16Z7XR4BB9VR4,10.0,islanda-cbrm
MGM2D8H1-VC44QK52K-S-0001,firewall,jp-01-1-ps0000-08-11,IMG_f3c827_Z7HQLDGHB355M2O0,8.0,islanda-cbrm
LVDMJL47-HYK7A3386-S-0027,4,jp-01-1-ps0000-08-11,IMG_f3c827_BR6MBB1GCG0,10.0,islanda-cbrm
LVDMJL47-HYK7A3386-S-0026,2,jp-01-1-ps0000-08-09,IMG_f3c827_GO5VSJCED3B4,10.0,islanda-cbrm
LVDMJL47-HYK7A3386-S-0025,2,jp-01-1-ps0000-08-09,IMG_f3c827_Y3RRKCRMI6QAJX1C,10.0,islanda-cbrm
DD53NWF9-5MCEQS0HY-S-0006,1,,IMG_f3c827_83DW1PLHWCG,40.0,islanda-cbrm
DD53NWF9-5MCEQS0HY-S-0007,1,,IMG_f3c827_83DW1PLHWCG,40.0,islanda-cbrm
DD53NWF9-5MCEQS0HY-S-0008,1,,IMG_f3c827_83DW1PLHWCG,40.0,islanda-cbrm
DD53NWF9-ARIPM6TKF-S-0003,1,,IMG_f3c827_GO2TN5ANXSZK,40.0,islanda-cbrm
DD53NWF9-ARIPM6TKF-S-0002,1,,IMG_f3c827_71P704AFKOW,10.0,islanda-cbrm
DD53NWF9-ARIPM6TKF-S-0004,1,,IMG_f3c827_71P704AFKOW,10.0,islanda-cbrm
DD53NWF9-ARIPM6TKF-S-0005,1,,IMG_f3c827_GO2TN5ANXSZK,40.0,islanda-cbrm
