Total,16761600,16761600,islandb-cbrm
Free,12960512,12960512,islandb-cbrm
Zero,0,0,islandb-cbrm
Total,16761600,16761600,islanda-cbrm
Free,5414400,5402112,islanda-cbrm
Zero,207616,219136,islanda-cbrm
