VFJPX0I6-FWIMFVZAU-S-0001,firewall,jp-01-1-ps0000-04-14,IMG_3c4033_1XX6T0PHC,7.0,islanda-cbrm
L6WSO2JB-S8RGJQCJV-S-0004,2,jp-01-1-ps0000-04-11,IMG_3c4033_QIEY5E3XPRSD1C,7.0,islanda-cbrm
L6WSO2JB-R8U7BORLD-S-0002,1,,IMG_3c4033_KAH89WTX2AXVK,10.0,islanda-cbrm
VFJPX0I6-FWIMFVZAU-S-0003,2,jp-01-1-ps0000-04-11,IMG_3c4033_I2MLZ3FBRFUO0,7.0,islanda-cbrm
L6WSO2JB-S8RGJQCJV-S-0003,1,jp-01-1-ps0000-04-12,IMG_3c4033_I2MB2XMVJX3PC,10.0,islanda-cbrm
L6WSO2JB-ZFYP9EIVN-S-0001,1,,IMG_3c4033_QIEASGVG59ZNR4,,islanda-cbrm
Y7R8RCX2-M2BGII535-S-0003,1,,IMG_3c4033_21UC0XU3ES,10.0,islanda-cbrm
VFJPX0I6-FWIMFVZAU-S-0002,1,jp-01-1-ps0000-04-12,IMG_3c4033_AD3MBE0JRWG,40.0,islanda-cbrm
Y7R8RCX2-M2BGII535-S-0002,1,,IMG_3c4033_21UC0XU3ES,10.0,islanda-cbrm
Y7R8RCX2-M2BGII535-S-0001,1,,IMG_3c4033_QIEASGVG59ZNR4,7.0,islanda-cbrm
VFJPX0I6-IZLOCSI0R-S-0003,1,jp-01-1-ps0000-04-11,IMG_3c4033_X1VFO61WOTEE7LS0,40.0,islanda-cbrm
Q51345R0-TAW6JJYIS-S-0001,firewall,jp-01-1-ps0000-04-14,IMG_3c4033_1XX6T0PHC,7.0,islanda-cbrm
0L4SIRAR-M2LCFKV1R-S-0001,firewall,,IMG_3c4033_1XX6T0PHC,7.0,islanda-cbrm
L6WSO2JB-R8U7BORLD-S-0006,1,,IMG_3c4033_KAH89WTX2AXVK,10.0,islanda-cbrm
L6WSO2JB-CTDA0FK0Y-S-0001,firewall,jp-01-1-ps0000-04-13,IMG_3c4033_1XX6T0PHC,7.0,islanda-cbrm
Y7R8RCX2-M2BGII535-S-0004,1,,IMG_3c4033_AD3MBE0JRWG,40.0,islanda-cbrm
L6WSO2JB-CTDA0FK0Y-S-0003,1,,IMG_3c4033_I2MB2XMVJX3PC,10.0,islanda-cbrm
VFJPX0I6-IZLOCSI0R-S-0002,1,,IMG_3c4033_AD3MBE0JRWG,40.0,islanda-cbrm
Q51345R0-TAW6JJYIS-S-0002,2,,IMG_3c4033_0GWOKZ0R0,40.0,islanda-cbrm
8TNNPM4T-BRAQDQ91D-S-0001,firewall,jp-01-1-ps0000-04-13,IMG_3c4033_1XX6T0PHC,7.0,islanda-cbrm
VFJPX0I6-FWIMFVZAU-S-0004,1,jp-01-1-ps0000-04-13,IMG_3c4033_X1V7YW099K3GLSLC,40.0,islanda-cbrm
L6WSO2JB-R8U7BORLD-S-0007,1,,IMG_3c4033_KAH89WTX2AXVK,10.0,islanda-cbrm
